,player_id,player_name,born,url,market_value
193,,Rafal Adamski,2001,https://www.transfermarkt.pl/rafal-adamski/profil/spieler/549982,200000
194,,Jakub Nowakowski,2001,https://www.transfermarkt.pl/jakub-nowakowski/profil/spieler/622369,200000
195,,Dominik Pila,2001,https://www.transfermarkt.pl/dominik-pila/profil/spieler/687671,200000
196,,Mateusz Mlynski,2001,https://www.transfermarkt.pl/mateusz-mlynski/profil/spieler/512294,150000
197,,Marcel Mansfeld,2001,https://www.transfermarkt.pl/marcel-mansfeld/profil/spieler/518470,150000
198,,Kacper Skibicki,2001,https://www.transfermarkt.pl/kacper-skibicki/profil/spieler/607860,150000
199,,Dominik Frelek,2001,https://www.transfermarkt.pl/dominik-frelek/profil/spieler/608932,150000
200,,Louis Poznanski,2001,https://www.transfermarkt.pl/louis-poznanski/profil/spieler/393922,100000
201,,Dorian Ciezkowski,2001,https://www.transfermarkt.pl/dorian-ciezkowski/profil/spieler/466367,100000
202,,Javier Hyjek,2001,https://www.transfermarkt.pl/javier-hyjek/profil/spieler/536846,100000
203,,Kacper Radkowski,2001,https://www.transfermarkt.pl/kacper-radkowski/profil/spieler/621567,100000
204,,Pawel Zuk,2001,https://www.transfermarkt.pl/pawel-zuk/profil/spieler/407733,75000
205,,Krystian Wachowiak,2001,https://www.transfermarkt.pl/krystian-wachowiak/profil/spieler/583560,75000
206,,Kamil Broda,2001,https://www.transfermarkt.pl/kamil-broda/profil/spieler/531010,50000
207,,Kacper Cichon,2001,https://www.transfermarkt.pl/kacper-cichon/profil/spieler/573868,50000
208,,Michal Stachera,2001,https://www.transfermarkt.pl/michal-stachera/profil/spieler/579447,50000
209,,Konrad Gruszkowski,2001,https://www.transfermarkt.pl/konrad-gruszkowski/profil/spieler/579448,50000
210,,Mikolaj Labojko,2001,https://www.transfermarkt.pl/mikolaj-labojko/profil/spieler/603304,50000
211,,Piotr Kusinski,2001,https://www.transfermarkt.pl/piotr-kusinski/profil/spieler/613759,50000
212,,Bruno Waclawek,2001,https://www.transfermarkt.pl/bruno-waclawek/profil/spieler/614945,50000
213,,Bartosz Zbiciak,2001,https://www.transfermarkt.pl/bartosz-zbiciak/profil/spieler/619291,50000
214,,Mateusz Cegielka,2001,https://www.transfermarkt.pl/mateusz-cegielka/profil/spieler/640747,50000
215,,Filip Chalupniczak,2001,https://www.transfermarkt.pl/filip-chalupniczak/profil/spieler/918861,50000
216,,Damian Sedzikowski,2001,https://www.transfermarkt.pl/damian-sedzikowski/profil/spieler/401597,25000
217,,Michal Molenda,2001,https://www.transfermarkt.pl/michal-molenda/profil/spieler/539583,25000
218,,Jakub Wilczynski,2001,https://www.transfermarkt.pl/jakub-wilczynski/profil/spieler/549803,25000
219,,Piotr Jozwiak,2001,https://www.transfermarkt.pl/piotr-jozwiak/profil/spieler/575634,25000
220,,Maciej Twarowski,2001,https://www.transfermarkt.pl/maciej-twarowski/profil/spieler/577588,25000
221,,Marcel Sluga,2001,https://www.transfermarkt.pl/marcel-sluga/profil/spieler/585634,25000
222,,Jakub Rudek,2001,https://www.transfermarkt.pl/jakub-rudek/profil/spieler/596455,25000
223,,Kacper Lepczynski,2001,https://www.transfermarkt.pl/kacper-lepczynski/profil/spieler/605804,25000
224,,Mikolaj Wasilewski,2001,https://www.transfermarkt.pl/mikolaj-wasilewski/profil/spieler/608923,25000
225,,Patryk Czerech,2001,https://www.transfermarkt.pl/patryk-czerech/profil/spieler/628059,25000
226,,Nikolas Korzeniecki,2001,https://www.transfermarkt.pl/nikolas-korzeniecki/profil/spieler/658155,25000
227,,Krystian Tabara,2001,https://www.transfermarkt.pl/krystian-tabara/profil/spieler/687611,25000
228,,Kacper Dana,2001,https://www.transfermarkt.pl/kacper-dana/profil/spieler/813830,25000
229,,Dawid Krzyzanski,2001,https://www.transfermarkt.pl/dawid-krzyzanski/profil/spieler/884505,25000
230,,Michal Oczkowski,2001,https://www.transfermarkt.pl/michal-oczkowski/profil/spieler/902904,25000
231,,Jakub Kaczmarek,2001,https://www.transfermarkt.pl/jakub-kaczmarek/profil/spieler/912506,25000
232,,Ernest Slupski,2001,https://www.transfermarkt.pl/ernest-slupski/profil/spieler/913665,25000
233,,Bartlomiej Jelonek,2001,https://www.transfermarkt.pl/bartlomiej-jelonek/profil/spieler/1033044,25000
240,,Nicola Zalewski,2002,https://www.transfermarkt.pl/nicola-zalewski/profil/spieler/550108,20000000
241,,Jakub Kaminski,2002,https://www.transfermarkt.pl/jakub-kaminski/profil/spieler/407098,12000000
242,,Filip Marchwinski,2002,https://www.transfermarkt.pl/filip-marchwinski/profil/spieler/555106,4500000
243,,Kacper Tobiasz,2002,https://www.transfermarkt.pl/kacper-tobiasz/profil/spieler/658111,4500000
244,,Filip Szymczak,2002,https://www.transfermarkt.pl/filip-szymczak/profil/spieler/554972,3000000
245,,Michal Rakoczy,2002,https://www.transfermarkt.pl/michal-rakoczy/profil/spieler/529548,1500000
246,,Arkadiusz Pyrka,2002,https://www.transfermarkt.pl/arkadiusz-pyrka/profil/spieler/599733,1500000
247,,Kajetan Szmyt,2002,https://www.transfermarkt.pl/kajetan-szmyt/profil/spieler/658730,1500000
248,,Bartlomiej Kludka,2002,https://www.transfermarkt.pl/bartlomiej-kludka/profil/spieler/697437,1500000
249,,Gabriel Kobylak,2002,https://www.transfermarkt.pl/gabriel-kobylak/profil/spieler/559998,800000
250,,Kacper Bieszczad,2002,https://www.transfermarkt.pl/kacper-bieszczad/profil/spieler/554944,700000
251,,Lukasz Bejger,2002,https://www.transfermarkt.pl/lukasz-bejger/profil/spieler/554969,700000
252,,Jakub Kaluzinski,2002,https://www.transfermarkt.pl/jakub-kaluzinski/profil/spieler/699418,650000
253,,Jakub Myszor,2002,https://www.transfermarkt.pl/jakub-myszor/profil/spieler/697554,600000
254,,Marcel Wedrychowski,2002,https://www.transfermarkt.pl/marcel-wedrychowski/profil/spieler/554975,500000
255,,Kacper Karasek,2002,https://www.transfermarkt.pl/kacper-karasek/profil/spieler/623745,450000
256,,Adam Ratajczyk,2002,https://www.transfermarkt.pl/adam-ratajczyk/profil/spieler/628624,450000
257,,Mikolaj Bieganski,2002,https://www.transfermarkt.pl/mikolaj-bieganski/profil/spieler/516822,400000
258,,Lucjan Klisiewicz,2002,https://www.transfermarkt.pl/lucjan-klisiewicz/profil/spieler/643095,400000
259,,Patryk Peda,2002,https://www.transfermarkt.pl/patryk-peda/profil/spieler/555113,350000
260,,Kamil Lukoszek,2002,https://www.transfermarkt.pl/kamil-lukoszek/profil/spieler/566342,350000
261,,Dawid Kocyla,2002,https://www.transfermarkt.pl/dawid-kocyla/profil/spieler/605780,350000
262,,Daniel Dudzinski,2002,https://www.transfermarkt.pl/daniel-dudzinski/profil/spieler/554945,300000
263,,Jan Bieganski,2002,https://www.transfermarkt.pl/jan-bieganski/profil/spieler/566355,300000
264,,Bartosz Klebaniuk,2002,https://www.transfermarkt.pl/bartosz-klebaniuk/profil/spieler/621424,300000
265,,Antoni Klimek,2002,https://www.transfermarkt.pl/antoni-klimek/profil/spieler/700804,300000
266,,Jakub Szymanski,2002,https://www.transfermarkt.pl/jakub-szymanski/profil/spieler/798319,300000
267,,Mateusz Stepien,2002,https://www.transfermarkt.pl/mateusz-stepien/profil/spieler/555112,250000
268,,Przemyslaw Peksa,2002,https://www.transfermarkt.pl/przemyslaw-peksa/profil/spieler/782410,250000
269,,Hubert Idasiak,2002,https://www.transfermarkt.pl/hubert-idasiak/profil/spieler/555557,150000
270,,Bartosz Guzdek,2002,https://www.transfermarkt.pl/bartosz-guzdek/profil/spieler/697454,150000
271,,Milosz Jozwiak,2002,https://www.transfermarkt.pl/milosz-jozwiak/profil/spieler/726861,150000
272,,Bartosz Zynek,2002,https://www.transfermarkt.pl/bartosz-zynek/profil/spieler/509589,100000
273,,Marcel Wszolek,2002,https://www.transfermarkt.pl/marcel-wszolek/profil/spieler/554973,100000
274,,Daniel Szelagowski,2002,https://www.transfermarkt.pl/daniel-szelagowski/profil/spieler/566350,100000
275,,Adam Kramarz,2002,https://www.transfermarkt.pl/adam-kramarz/profil/spieler/600169,100000
276,,Kelechukwu Ibe-Torti,2002,https://www.transfermarkt.pl/kelechukwu-ibe-torti/profil/spieler/607450,100000
277,,Bartosz Farbiszewski,2002,https://www.transfermarkt.pl/bartosz-farbiszewski/profil/spieler/697875,100000
278,,Krzysztof Wroblewski,2002,https://www.transfermarkt.pl/krzysztof-wroblewski/profil/spieler/747746,100000
279,,Grzegorz Glapka,2002,https://www.transfermarkt.pl/grzegorz-glapka/profil/spieler/914789,100000
280,,Dawid Hanc,2002,https://www.transfermarkt.pl/dawid-hanc/profil/spieler/657209,75000
281,,Bartosz Talar,2002,https://www.transfermarkt.pl/bartosz-talar/profil/spieler/407079,50000
282,,Jakub Iskra,2002,https://www.transfermarkt.pl/jakub-iskra/profil/spieler/498043,50000
283,,Tomasz Wozniak,2002,https://www.transfermarkt.pl/tomasz-wozniak/profil/spieler/540631,50000
284,,Jakub Niewiadomski,2002,https://www.transfermarkt.pl/jakub-niewiadomski/profil/spieler/554970,50000
285,,Dawid Rezaeian,2002,https://www.transfermarkt.pl/dawid-rezaeian/profil/spieler/554971,50000
286,,Oskar Krzyzak,2002,https://www.transfermarkt.pl/oskar-krzyzak/profil/spieler/554976,50000
287,,Kacper Sadlocha,2002,https://www.transfermarkt.pl/kacper-sadlocha/profil/spieler/554977,50000
