player_id,player_name,born,url,country_name,market_value
,Patryk Makuch,1999,https://www.transfermarkt.pl/patryk-makuch/profil/spieler/453639,Poland,750000
,Tomasz Makowski,1999,https://www.transfermarkt.pl/tomasz-makowski/profil/spieler/320961,Poland,700000
,Aleks Lawniczak,1999,https://www.transfermarkt.pl/aleks-lawniczak/profil/spieler/425739,Poland,600000
,Rafal Straczek,1999,https://www.transfermarkt.pl/rafal-straczek/profil/spieler/447343,Poland,600000
,Daniel Bielica,1999,https://www.transfermarkt.pl/daniel-bielica/profil/spieler/463233,Poland,550000
,Dawid Kurminowski,1999,https://www.transfermarkt.pl/dawid-kurminowski/profil/spieler/346549,Poland,550000
,Serafin Szota,1999,https://www.transfermarkt.pl/serafin-szota/profil/spieler/384524,Poland,550000
,Adrian Gryszkiewicz,1999,https://www.transfermarkt.pl/adrian-gryszkiewicz/profil/spieler/388944,Poland,500000
,Marek Mroz,1999,https://www.transfermarkt.pl/marek-mroz/profil/spieler/346547,Poland,400000
,Patryk Sikora,1999,https://www.transfermarkt.pl/patryk-sikora/profil/spieler/389397,Poland,400000
,David Kopacz,1999,https://www.transfermarkt.pl/david-kopacz/profil/spieler/317739,Poland,300000
,Sebastian Bergier,1999,https://www.transfermarkt.pl/sebastian-bergier/profil/spieler/384337,Poland,300000
,Adrian Lyszczarz,1999,https://www.transfermarkt.pl/adrian-lyszczarz/profil/spieler/384791,Poland,300000
,Kacper Krzepisz,1999,https://www.transfermarkt.pl/kacper-krzepisz/profil/spieler/400871,Poland,300000
,Dominik Steczyk,1999,https://www.transfermarkt.pl/dominik-steczyk/profil/spieler/344415,Poland,275000
,Jan Sobocinski,1999,https://www.transfermarkt.pl/jan-sobocinski/profil/spieler/320747,Poland,250000
,Adam Chrzanowski,1999,https://www.transfermarkt.pl/adam-chrzanowski/profil/spieler/320898,Poland,250000
,Szymon Lewkot,1999,https://www.transfermarkt.pl/szymon-lewkot/profil/spieler/384789,Poland,250000
,Daniel Mikolajewski,1999,https://www.transfermarkt.pl/daniel-mikolajewski/profil/spieler/448567,Poland,250000
,Bartlomiej Gradecki,1999,https://www.transfermarkt.pl/bartlomiej-gradecki/profil/spieler/520503,Poland,250000
,Oskar Repka,1999,https://www.transfermarkt.pl/oskar-repka/profil/spieler/384823,Poland,200000
,Milosz Kalahur,1999,https://www.transfermarkt.pl/milosz-kalahur/profil/spieler/398802,Poland,200000
,Michal Feliks,1999,https://www.transfermarkt.pl/michal-feliks/profil/spieler/452706,Poland,200000
,Kacper Kostorz,1999,https://www.transfermarkt.pl/kacper-kostorz/profil/spieler/510459,Poland,200000
,Pawel Olszewski,1999,https://www.transfermarkt.pl/pawel-olszewski/profil/spieler/342659,Poland,150000
,Mateusz Lewandowski,1999,https://www.transfermarkt.pl/mateusz-lewandowski/profil/spieler/438351,Poland,150000
,Jakub Teclaw,1999,https://www.transfermarkt.pl/jakub-teclaw/profil/spieler/502196,Poland,150000
,Dominik Sokol,1999,https://www.transfermarkt.pl/dominik-sokol/profil/spieler/532377,Poland,125000
,Dariusz Pawlowski,1999,https://www.transfermarkt.pl/dariusz-pawlowski/profil/spieler/386956,Poland,100000
,Aron Stasiak,1999,https://www.transfermarkt.pl/aron-stasiak/profil/spieler/387265,Poland,75000
,Mateusz Bondarenko,1999,https://www.transfermarkt.pl/mateusz-bondarenko/profil/spieler/342660,Poland,50000
,Milosz Mleczko,1999,https://www.transfermarkt.pl/milosz-mleczko/profil/spieler/366213,Poland,50000
,Sebastian Strozik,1999,https://www.transfermarkt.pl/sebastian-strozik/profil/spieler/384438,Poland,50000
,Radoslaw Kanach,1999,https://www.transfermarkt.pl/radoslaw-kanach/profil/spieler/396690,Poland,50000
,Szymon Jopek,1999,https://www.transfermarkt.pl/szymon-jopek/profil/spieler/407953,Poland,50000
,Sylwester Lusiusz,1999,https://www.transfermarkt.pl/sylwester-lusiusz/profil/spieler/426297,Poland,50000
,Wojciech Blyszko,1999,https://www.transfermarkt.pl/wojciech-blyszko/profil/spieler/454377,Poland,50000
,Piotr Zielinski,1999,https://www.transfermarkt.pl/piotr-zielinski/profil/spieler/528347,Poland,50000
,Jakub Lemanowicz,1999,https://www.transfermarkt.pl/jakub-lemanowicz/profil/spieler/528348,Poland,50000
,Dominik Polap,1999,https://www.transfermarkt.pl/dominik-polap/profil/spieler/598565,Poland,50000
,Kacper Jodlowski,1999,https://www.transfermarkt.pl/kacper-jodlowski/profil/spieler/606731,Poland,50000
,Jakub Bednarczyk,1999,https://www.transfermarkt.pl/jakub-bednarczyk/profil/spieler/346328,Poland,25000
,Jozef Burta,1999,https://www.transfermarkt.pl/jozef-burta/profil/spieler/393891,Poland,25000
,Stanislaw Wawrzynowicz,1999,https://www.transfermarkt.pl/stanislaw-wawrzynowicz/profil/spieler/409048,Poland,25000
,Jakub Kiwior,2000,https://www.transfermarkt.pl/jakub-kiwior/profil/spieler/425918,Poland,25000000
,Michal Skoras,2000,https://www.transfermarkt.pl/michal-skoras/profil/spieler/393565,Poland,6000000
,Kamil Piatkowski,2000,https://www.transfermarkt.pl/kamil-piatkowski/profil/spieler/345449,Poland,4000000
,Adrian Benedyczak,2000,https://www.transfermarkt.pl/adrian-benedyczak/profil/spieler/454386,Poland,4000000
,Sebastian Walukiewicz,2000,https://www.transfermarkt.pl/sebastian-walukiewicz/profil/spieler/345458,Poland,3000000
,Lukasz Poreba,2000,https://www.transfermarkt.pl/lukasz-poreba/profil/spieler/532169,Poland,2000000
,Ben Lederman,2000,https://www.transfermarkt.pl/ben-lederman/profil/spieler/366929,Poland,1500000
,Bartosz Mrozek,2000,https://www.transfermarkt.pl/bartosz-mrozek/profil/spieler/345452,Poland,900000
,Mateusz Praszelik,2000,https://www.transfermarkt.pl/mateusz-praszelik/profil/spieler/374418,Poland,900000
,Krzysztof Kubica,2000,https://www.transfermarkt.pl/krzysztof-kubica/profil/spieler/573968,Poland,900000
,Bartlomiej Wdowik,2000,https://www.transfermarkt.pl/bartlomiej-wdowik/profil/spieler/589013,Poland,900000
,Maciej Zurawski,2000,https://www.transfermarkt.pl/maciej-zurawski/profil/spieler/454388,Poland,600000
,Karol Czubak,2000,https://www.transfermarkt.pl/karol-czubak/profil/spieler/622871,Poland,600000
,Michael Ameyaw,2000,https://www.transfermarkt.pl/michael-ameyaw/profil/spieler/528414,Poland,550000
,Kamil Kruk,2000,https://www.transfermarkt.pl/kamil-kruk/profil/spieler/372696,Poland,500000
,Mateusz Kochalski,2000,https://www.transfermarkt.pl/mateusz-kochalski/profil/spieler/404055,Poland,500000
,Filip Majchrowicz,2000,https://www.transfermarkt.pl/filip-majchrowicz/profil/spieler/528402,Poland,500000
,Mateusz Skrzypczak,2000,https://www.transfermarkt.pl/mateusz-skrzypczak/profil/spieler/345454,Poland,450000
,Kacper Michalski,2000,https://www.transfermarkt.pl/kacper-michalski/profil/spieler/466224,Poland,450000
,Wiktor Dlugosz,2000,https://www.transfermarkt.pl/wiktor-dlugosz/profil/spieler/453156,Poland,400000
,Wojciech Hajda,2000,https://www.transfermarkt.pl/wojciech-hajda/profil/spieler/372695,Poland,350000
,Marcel Pieczek,2000,https://www.transfermarkt.pl/marcel-pieczek/profil/spieler/585080,Poland,350000
,Jakub Bielecki,2000,https://www.transfermarkt.pl/jakub-bielecki/profil/spieler/596470,Poland,350000
